density,p_random,min_tenure,u_threshold,alpha,Run,dissimilarity,exposure
0.7751953125,0.1982421875,5.00390625,7.576171875,0.51484375,80.0,0.6912231559290382,0.43250297260385373
0.7751953125,0.1982421875,3.36328125,8.416015625,0.51484375,81.0,0.6276577033654659,0.3745571303705713
0.7751953125,0.1982421875,3.36328125,7.576171875,0.26640625,82.0,0.6888888888888888,0.35394649794649796
0.7751953125,0.1982421875,3.36328125,7.576171875,0.51484375,83.0,0.33030739114845287,0.5485606945759507
0.7341796875,0.19355468750000004,3.50390625,7.166015625,0.56640625,84.0,0.6486486486486487,0.3578180269741136
0.9001953125,0.19355468750000004,3.50390625,7.166015625,0.56640625,85.0,0.8102564102564104,0.22642998027613415
0.7341796875,0.12324218750000002,3.50390625,7.166015625,0.56640625,86.0,0.6888888888888888,0.35394649794649796
0.7341796875,0.19355468750000004,4.86328125,7.166015625,0.56640625,87.0,0.33030739114845287,0.5485606945759507
0.7341796875,0.19355468750000004,3.50390625,8.826171875,0.56640625,88.0,0.6912231559290382,0.43250297260385373
0.7341796875,0.19355468750000004,3.50390625,7.166015625,0.21484375,89.0,0.6276577033654659,0.3745571303705713
0.7341796875,0.12324218750000002,4.86328125,8.826171875,0.21484375,90.0,0.6888888888888888,0.35394649794649796
0.9001953125,0.19355468750000004,4.86328125,8.826171875,0.21484375,91.0,0.33030739114845287,0.5485606945759507
0.9001953125,0.12324218750000002,3.50390625,8.826171875,0.21484375,92.0,0.6486486486486487,0.3578180269741136
0.9001953125,0.12324218750000002,4.86328125,7.166015625,0.21484375,93.0,0.8102564102564104,0.22642998027613415
0.9001953125,0.12324218750000002,4.86328125,8.826171875,0.56640625,94.0,0.6888888888888888,0.35394649794649796
0.9001953125,0.12324218750000002,4.86328125,8.826171875,0.21484375,95.0,0.33030739114845287,0.5485606945759507
0.7498046875,0.0529296875,5.19140625,7.634765625,0.37890625,96.0,0.6912231559290382,0.43250297260385373
0.9470703125,0.0529296875,5.19140625,7.634765625,0.37890625,97.0,0.6166666666666667,0.40260101010101007
0.7498046875,0.1513671875,5.19140625,7.634765625,0.37890625,98.0,0.6166666666666667,0.40260101010101007
0.7498046875,0.0529296875,5.42578125,7.634765625,0.37890625,99.0,0.6166666666666667,0.40260101010101007
0.7498046875,0.0529296875,5.19140625,9.294921875,0.37890625,100.0,0.6166666666666667,0.40260101010101007
0.7498046875,0.0529296875,5.19140625,7.634765625,0.40234375,101.0,0.6166666666666667,0.40260101010101007
0.7498046875,0.1513671875,5.42578125,9.294921875,0.40234375,102.0,0.6166666666666667,0.40260101010101007
0.9470703125,0.0529296875,5.42578125,9.294921875,0.40234375,103.0,0.5292768959435626,0.49379756621112436
0.9470703125,0.1513671875,5.19140625,9.294921875,0.40234375,104.0,0.3656447053707328,0.5898472605143614
0.9470703125,0.1513671875,5.42578125,7.634765625,0.40234375,105.0,0.6548672566371682,0.3775604569748396
0.9470703125,0.1513671875,5.42578125,9.294921875,0.37890625,106.0,0.5684106566459507,0.42590971635863273
0.9470703125,0.1513671875,5.42578125,9.294921875,0.40234375,107.0,0.5367231638418078,0.5203040777360028
0.8748046875,0.1279296875,3.69140625,8.884765625,0.6789062499999999,108.0,0.5367231638418078,0.5203040777360028
0.8220703125,0.1279296875,3.69140625,8.884765625,0.6789062499999999,109.0,0.5684106566459507,0.42590971635863273
0.8748046875,0.0763671875,3.69140625,8.884765625,0.6789062499999999,110.0,0.6548672566371682,0.3775604569748396
0.8748046875,0.1279296875,3.92578125,8.884765625,0.6789062499999999,111.0,0.3656447053707328,0.5898472605143614
0.8748046875,0.1279296875,3.69140625,8.044921875,0.6789062499999999,112.0,0.3656447053707328,0.5898472605143614
0.8748046875,0.1279296875,3.69140625,8.884765625,0.10234375000000001,113.0,0.6548672566371682,0.3775604569748396
0.8748046875,0.0763671875,3.92578125,8.044921875,0.10234375000000001,114.0,0.5684106566459507,0.42590971635863273
0.8220703125,0.1279296875,3.92578125,8.044921875,0.10234375000000001,115.0,0.5367231638418078,0.5203040777360028
0.8220703125,0.0763671875,3.69140625,8.044921875,0.10234375000000001,116.0,0.6166666666666667,0.40260101010101007
0.8220703125,0.0763671875,3.92578125,8.884765625,0.10234375000000001,117.0,0.5292768959435626,0.49379756621112436
0.8220703125,0.0763671875,3.92578125,8.044921875,0.6789062499999999,118.0,0.5684106566459507,0.42590971635863273
0.8220703125,0.0763671875,3.92578125,8.044921875,0.10234375000000001,119.0,0.5367231638418078,0.5203040777360028
0.9373046875,0.09042968750000001,5.94140625,7.009765625,0.52890625,120.0,0.3656447053707328,0.5898472605143614
0.7595703125,0.09042968750000001,5.94140625,7.009765625,0.52890625,121.0,0.6548672566371682,0.3775604569748396
0.9373046875,0.18886718750000003,5.94140625,7.009765625,0.52890625,122.0,0.5684106566459507,0.42590971635863273
0.9373046875,0.09042968750000001,3.17578125,7.009765625,0.52890625,123.0,0.5367231638418078,0.5203040777360028
0.9373046875,0.09042968750000001,5.94140625,7.419921875,0.52890625,124.0,0.6166666666666667,0.40260101010101007
0.9373046875,0.09042968750000001,5.94140625,7.009765625,0.25234375,125.0,0.5292768959435626,0.49379756621112436
0.9373046875,0.18886718750000003,3.17578125,7.419921875,0.25234375,126.0,0.5684106566459507,0.42590971635863273
0.7595703125,0.09042968750000001,3.17578125,7.419921875,0.25234375,127.0,0.5367231638418078,0.5203040777360028
0.7595703125,0.18886718750000003,5.94140625,7.419921875,0.25234375,128.0,0.5367231638418078,0.5203040777360028
0.7595703125,0.18886718750000003,3.17578125,7.009765625,0.25234375,129.0,0.5684106566459507,0.42590971635863273
0.7595703125,0.18886718750000003,3.17578125,7.419921875,0.52890625,130.0,0.5292768959435626,0.49379756621112436
0.7595703125,0.18886718750000003,3.17578125,7.419921875,0.25234375,131.0,0.6166666666666667,0.40260101010101007
0.8123046875,0.16542968750000003,4.44140625,8.259765625,0.22890625,132.0,0.6548672566371682,0.3775604569748396
0.8845703125,0.16542968750000003,4.44140625,8.259765625,0.22890625,133.0,0.3656447053707328,0.5898472605143614
0.8123046875,0.11386718750000001,4.44140625,8.259765625,0.22890625,134.0,0.5292768959435626,0.49379756621112436
0.8123046875,0.16542968750000003,4.67578125,8.259765625,0.22890625,135.0,0.6166666666666667,0.40260101010101007
0.8123046875,0.16542968750000003,4.44140625,8.669921875,0.22890625,136.0,0.5367231638418078,0.5203040777360028
0.8123046875,0.16542968750000003,4.44140625,8.259765625,0.55234375,137.0,0.5684106566459507,0.42590971635863273
0.8123046875,0.11386718750000001,4.67578125,8.669921875,0.55234375,138.0,0.5292768959435626,0.49379756621112436
0.8845703125,0.16542968750000003,4.67578125,8.669921875,0.55234375,139.0,0.6166666666666667,0.40260101010101007
0.8845703125,0.11386718750000001,4.44140625,8.669921875,0.55234375,140.0,0.6548672566371682,0.3775604569748396
0.8845703125,0.11386718750000001,4.67578125,8.259765625,0.55234375,141.0,0.3656447053707328,0.5898472605143614
0.8845703125,0.11386718750000001,4.67578125,8.669921875,0.22890625,142.0,0.5292768959435626,0.49379756621112436
0.8845703125,0.11386718750000001,4.67578125,8.669921875,0.55234375,143.0,0.6166666666666667,0.40260101010101007
0.7810546875,0.10917968750000001,3.31640625,8.572265625,0.15390625,144.0,0.5367231638418078,0.5203040777360028
0.9158203125,0.10917968750000001,3.31640625,8.572265625,0.15390625,145.0,0.5684106566459507,0.42590971635863273
0.7810546875,0.17011718750000002,3.31640625,8.572265625,0.15390625,146.0,0.5292768959435626,0.49379756621112436
0.7810546875,0.10917968750000001,3.55078125,8.572265625,0.15390625,147.0,0.6166666666666667,0.40260101010101007
0.7810546875,0.10917968750000001,3.31640625,7.107421875,0.15390625,148.0,0.6548672566371682,0.3775604569748396
0.7810546875,0.10917968750000001,3.31640625,8.572265625,0.17734375000000002,149.0,0.3656447053707328,0.5898472605143614
0.7810546875,0.17011718750000002,3.55078125,7.107421875,0.17734375000000002,150.0,0.5292768959435626,0.49379756621112436
0.9158203125,0.10917968750000001,3.55078125,7.107421875,0.17734375000000002,151.0,0.6166666666666667,0.40260101010101007
0.9158203125,0.17011718750000002,3.31640625,7.107421875,0.17734375000000002,152.0,0.5367231638418078,0.5203040777360028
0.9158203125,0.17011718750000002,3.55078125,8.572265625,0.17734375000000002,153.0,0.5684106566459507,0.42590971635863273
0.9158203125,0.17011718750000002,3.55078125,7.107421875,0.15390625,154.0,0.5292768959435626,0.49379756621112436
0.9158203125,0.17011718750000002,3.55078125,7.107421875,0.17734375000000002,155.0,0.6166666666666667,0.40260101010101007
0.9060546875,0.18417968750000002,4.81640625,7.322265625,0.45390624999999996,156.0,0.6548672566371682,0.3775604569748396
0.7908203125,0.18417968750000002,4.81640625,7.322265625,0.45390624999999996,157.0,0.3656447053707328,0.5898472605143614
0.9060546875,0.0951171875,4.81640625,7.322265625,0.45390624999999996,158.0,0.5292768959435626,0.49379756621112436
0.9060546875,0.18417968750000002,5.05078125,7.322265625,0.45390624999999996,159.0,0.6166666666666667,0.40260101010101007
0.9060546875,0.18417968750000002,4.81640625,8.357421875,0.45390624999999996,160.0,0.5367231638418078,0.5203040777360028
0.9060546875,0.18417968750000002,4.81640625,7.322265625,0.47734374999999996,161.0,0.5684106566459507,0.42590971635863273
0.9060546875,0.0951171875,5.05078125,8.357421875,0.47734374999999996,162.0,0.5292768959435626,0.49379756621112436
0.7908203125,0.18417968750000002,5.05078125,8.357421875,0.47734374999999996,163.0,0.6166666666666667,0.40260101010101007
0.7908203125,0.0951171875,4.81640625,8.357421875,0.47734374999999996,164.0,0.6548672566371682,0.3775604569748396
0.7908203125,0.0951171875,5.05078125,7.322265625,0.47734374999999996,165.0,0.3656447053707328,0.5898472605143614
0.7908203125,0.0951171875,5.05078125,8.357421875,0.45390624999999996,166.0,0.5292768959435626,0.49379756621112436
0.7908203125,0.0951171875,5.05078125,8.357421875,0.47734374999999996,167.0,0.6166666666666667,0.40260101010101007
0.8435546875,0.0716796875,4.06640625,9.197265625,0.60390625,168.0,0.5367231638418078,0.5203040777360028
0.7283203125,0.0716796875,4.06640625,9.197265625,0.60390625,169.0,0.5684106566459507,0.42590971635863273
0.8435546875,0.1326171875,4.06640625,9.197265625,0.60390625,170.0,0.5292768959435626,0.49379756621112436
0.8435546875,0.0716796875,5.80078125,9.197265625,0.60390625,171.0,0.6166666666666667,0.40260101010101007
0.8435546875,0.0716796875,4.06640625,8.982421875,0.60390625,172.0,0.6548672566371682,0.3775604569748396
0.8435546875,0.0716796875,4.06640625,9.197265625,0.62734375,173.0,0.3656447053707328,0.5898472605143614
0.8435546875,0.1326171875,5.80078125,8.982421875,0.62734375,174.0,0.5292768959435626,0.49379756621112436
0.7283203125,0.0716796875,5.80078125,8.982421875,0.62734375,175.0,0.6166666666666667,0.40260101010101007
0.7283203125,0.1326171875,4.06640625,8.982421875,0.62734375,176.0,0.5367231638418078,0.5203040777360028
0.7283203125,0.1326171875,5.80078125,9.197265625,0.62734375,177.0,0.5684106566459507,0.42590971635863273
0.7283203125,0.1326171875,5.80078125,8.982421875,0.60390625,178.0,0.5292768959435626,0.49379756621112436
0.7283203125,0.1326171875,5.80078125,8.982421875,0.62734375,179.0,0.6166666666666667,0.40260101010101007
0.7185546875,0.14667968750000002,5.56640625,7.947265625,0.30390625,180.0,0.6548672566371682,0.3775604569748396
0.8533203125,0.14667968750000002,5.56640625,7.947265625,0.30390625,181.0,0.3656447053707328,0.5898472605143614
0.7185546875,0.0576171875,5.56640625,7.947265625,0.30390625,182.0,0.5292768959435626,0.49379756621112436
0.7185546875,0.14667968750000002,4.30078125,7.947265625,0.30390625,183.0,0.6166666666666667,0.40260101010101007
0.7185546875,0.14667968750000002,5.56640625,7.732421875,0.30390625,184.0,0.5367231638418078,0.5203040777360028
0.7185546875,0.14667968750000002,5.56640625,7.947265625,0.32734375,185.0,0.5684106566459507,0.42590971635863273
0.7185546875,0.0576171875,4.30078125,7.732421875,0.32734375,186.0,0.5292768959435626,0.49379756621112436
0.8533203125,0.14667968750000002,4.30078125,7.732421875,0.32734375,187.0,0.6166666666666667,0.40260101010101007
0.8533203125,0.0576171875,5.56640625,7.732421875,0.32734375,188.0,0.6548672566371682,0.3775604569748396
0.8533203125,0.0576171875,4.30078125,7.947265625,0.32734375,189.0,0.3656447053707328,0.5898472605143614
0.8533203125,0.0576171875,4.30078125,7.732421875,0.30390625,190.0,0.5292768959435626,0.49379756621112436
0.8533203125,0.0576171875,4.30078125,7.732421875,0.32734375,191.0,0.6166666666666667,0.40260101010101007
0.7263671875,0.0763671875,3.59765625,8.494140625,0.51015625,192.0,0.5367231638418078,0.5203040777360028
0.7830078125,0.0763671875,3.59765625,8.494140625,0.51015625,193.0,0.5684106566459507,0.42590971635863273
0.7263671875,0.09980468750000002,3.59765625,8.494140625,0.51015625,194.0,0.5292768959435626,0.49379756621112436
0.7263671875,0.0763671875,5.70703125,8.494140625,0.51015625,195.0,0.6166666666666667,0.40260101010101007
0.7263671875,0.0763671875,3.59765625,7.966796875,0.51015625,196.0,0.6548672566371682,0.3775604569748396
0.7263671875,0.0763671875,3.59765625,8.494140625,0.68359375,197.0,0.3656447053707328,0.5898472605143614
0.7263671875,0.09980468750000002,5.70703125,7.966796875,0.68359375,198.0,0.5292768959435626,0.49379756621112436
0.7830078125,0.0763671875,5.70703125,7.966796875,0.68359375,199.0,0.6166666666666667,0.40260101010101007
0.7830078125,0.09980468750000002,3.59765625,7.966796875,0.68359375,200.0,0.5367231638418078,0.5203040777360028
0.7830078125,0.09980468750000002,5.70703125,8.494140625,0.68359375,201.0,0.5684106566459507,0.42590971635863273
0.7830078125,0.09980468750000002,5.70703125,7.966796875,0.51015625,202.0,0.5292768959435626,0.49379756621112436
0.7830078125,0.09980468750000002,5.70703125,7.966796875,0.68359375,203.0,0.6166666666666667,0.40260101010101007
0.8513671875,0.1513671875,5.09765625,7.244140625,0.21015625,204.0,0.6548672566371682,0.3775604569748396
0.9080078125,0.1513671875,5.09765625,7.244140625,0.21015625,205.0,0.3656447053707328,0.5898472605143614
0.8513671875,0.17480468750000003,5.09765625,7.244140625,0.21015625,206.0,0.5292768959435626,0.49379756621112436
0.8513671875,0.1513671875,4.20703125,7.244140625,0.21015625,207.0,0.6166666666666667,0.40260101010101007
0.8513671875,0.1513671875,5.09765625,9.216796875,0.21015625,208.0,0.5367231638418078,0.5203040777360028
0.8513671875,0.1513671875,5.09765625,7.244140625,0.38359374999999996,209.0,0.5684106566459507,0.42590971635863273
0.8513671875,0.17480468750000003,4.20703125,9.216796875,0.38359374999999996,210.0,0.5292768959435626,0.49379756621112436
0.9080078125,0.1513671875,4.20703125,9.216796875,0.38359374999999996,211.0,0.6166666666666667,0.40260101010101007
0.9080078125,0.17480468750000003,5.09765625,9.216796875,0.38359374999999996,212.0,0.6548672566371682,0.3775604569748396
0.9080078125,0.17480468750000003,4.20703125,7.244140625,0.38359374999999996,213.0,0.3656447053707328,0.5898472605143614
0.9080078125,0.17480468750000003,4.20703125,9.216796875,0.21015625,214.0,0.5292768959435626,0.49379756621112436
0.9080078125,0.17480468750000003,4.20703125,9.216796875,0.38359374999999996,215.0,0.6166666666666667,0.40260101010101007
0.9138671875,0.11386718750000001,4.34765625,9.119140625,0.36015624999999996,216.0,0.5367231638418078,0.5203040777360028
0.8455078125,0.11386718750000001,4.34765625,9.119140625,0.36015624999999996,217.0,0.5684106566459507,0.42590971635863273
0.9138671875,0.062304687500000004,4.34765625,9.119140625,0.36015624999999996,218.0,0.5292768959435626,0.49379756621112436
0.9138671875,0.11386718750000001,3.45703125,9.119140625,0.36015624999999996,219.0,0.6166666666666667,0.40260101010101007
0.9138671875,0.11386718750000001,4.34765625,8.591796875,0.36015624999999996,220.0,0.6548672566371682,0.3775604569748396
0.9138671875,0.11386718750000001,4.34765625,9.119140625,0.23359375,221.0,0.3656447053707328,0.5898472605143614
0.9138671875,0.062304687500000004,3.45703125,8.591796875,0.23359375,222.0,0.5292768959435626,0.49379756621112436
0.8455078125,0.11386718750000001,3.45703125,8.591796875,0.23359375,223.0,0.6166666666666667,0.40260101010101007
0.8455078125,0.062304687500000004,4.34765625,8.591796875,0.23359375,224.0,0.5367231638418078,0.5203040777360028
0.8455078125,0.062304687500000004,3.45703125,9.119140625,0.23359375,225.0,0.5684106566459507,0.42590971635863273
0.8455078125,0.062304687500000004,3.45703125,8.591796875,0.36015624999999996,226.0,0.5292768959435626,0.49379756621112436
0.8455078125,0.062304687500000004,3.45703125,8.591796875,0.23359375,227.0,0.6166666666666667,0.40260101010101007
0.7888671875,0.18886718750000003,5.84765625,7.869140625,0.66015625,228.0,0.6548672566371682,0.3775604569748396
0.7205078125,0.18886718750000003,5.84765625,7.869140625,0.66015625,229.0,0.3656447053707328,0.5898472605143614
0.7888671875,0.13730468750000002,5.84765625,7.869140625,0.66015625,230.0,0.5292768959435626,0.49379756621112436
0.7888671875,0.18886718750000003,4.95703125,7.869140625,0.66015625,231.0,0.6166666666666667,0.40260101010101007
0.7888671875,0.18886718750000003,5.84765625,7.341796875,0.66015625,232.0,0.5367231638418078,0.5203040777360028
0.7888671875,0.18886718750000003,5.84765625,7.869140625,0.53359375,233.0,0.5684106566459507,0.42590971635863273
0.7888671875,0.13730468750000002,4.95703125,7.341796875,0.53359375,234.0,0.5292768959435626,0.49379756621112436
0.7205078125,0.18886718750000003,4.95703125,7.341796875,0.53359375,235.0,0.6166666666666667,0.40260101010101007
0.7205078125,0.13730468750000002,5.84765625,7.341796875,0.53359375,236.0,0.6548672566371682,0.3775604569748396
0.7205078125,0.13730468750000002,4.95703125,7.869140625,0.53359375,237.0,0.3656447053707328,0.5898472605143614
0.7205078125,0.13730468750000002,4.95703125,7.341796875,0.66015625,238.0,0.5292768959435626,0.49379756621112436
0.7205078125,0.13730468750000002,4.95703125,7.341796875,0.53359375,239.0,0.6166666666666667,0.40260101010101007
0.8201171875,0.0951171875,4.72265625,8.181640625,0.5851562499999999,240.0,0.5367231638418078,0.5203040777360028
0.8142578125,0.0951171875,4.72265625,8.181640625,0.5851562499999999,241.0,0.5684106566459507,0.42590971635863273
0.8201171875,0.0810546875,4.72265625,8.181640625,0.5851562499999999,242.0,0.5292768959435626,0.49379756621112436
0.8201171875,0.0951171875,3.08203125,8.181640625,0.5851562499999999,243.0,0.6166666666666667,0.40260101010101007
0.8201171875,0.0951171875,4.72265625,8.279296875,0.5851562499999999,244.0,0.6548672566371682,0.3775604569748396
0.8201171875,0.0951171875,4.72265625,8.181640625,0.30859375,245.0,0.3656447053707328,0.5898472605143614
0.8201171875,0.0810546875,3.08203125,8.279296875,0.30859375,246.0,0.5292768959435626,0.49379756621112436
0.8142578125,0.0951171875,3.08203125,8.279296875,0.30859375,247.0,0.6166666666666667,0.40260101010101007
